restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
REST03016,Classic House Nest,Bengaluru,Fast Food,Restaurant,26-40,Y
REST07397,Sri Express Delight,Hyderabad,South Indian,Restaurant,>40,Y
REST14296,Taste of Pizza Hub,Delhi,South Indian,Restaurant,26-40,Y
REST12017,Flavours of Paratha Adda,Chennai,Biryani,Restaurant,16-25,Y
REST11236,Delhi Kitchen Zone,Chennai,Desserts,Restaurant,<=15,N
REST07220,Kolkata Biryani Clouds,Ahmedabad,South Indian,Restaurant,16-25,Y
REST02486,Fresh Kitchen Heaven,Mumbai,North Indian,Restaurant,16-25,Y
REST18215,Delhi Tandoor Corner,Ahmedabad,Chinese,Restaurant,26-40,N
REST16584,Delhi Biryani Heaven,Hyderabad,North Indian,Restaurant,26-40,Y
REST15634,Thindi Mane Darshini Palace,Hyderabad,Fast Food,Restaurant,<=15,Y
REST08306,Namma Grill Clouds,Pune,Chinese,Restaurant,16-25,Y
REST01721,Punjabi Tandoor Hub,Bengaluru,Chinese,Restaurant,16-25,Y
REST13186,Namma Wraps Mahal,Bengaluru,Pizza,Restaurant,16-25,Y
REST10620,Spicy Express Zone,Ahmedabad,North Indian,Restaurant,26-40,Y
REST04460,Delhi Sweets Stop,Kolkata,North Indian,Restaurant,16-25,Y
REST09302,Bombay Curry Nest,Ahmedabad,Biryani,Restaurant,<=15,N
REST01671,Bombay Darshini Palace,Bengaluru,Desserts,Restaurant,26-40,Y
REST18528,Fresh Mess Corner,Bengaluru,Pizza,Restaurant,16-25,Y
REST14226,Urban Cafe Delight,Bengaluru,South Indian,Restaurant,16-25,Y
REST19532,Flavours of Grill Cafe,Ahmedabad,Pizza,Restaurant,16-25,Y
REST15609,Bombay Mess Nest,Hyderabad,Pizza,Cloud Kitchen,26-40,Y
REST12061,Flavours of Tandoor Heaven,Mumbai,South Indian,Cloud Kitchen,<=15,Y
REST19143,Kolkata Mess Delight,Hyderabad,Pizza,Restaurant,16-25,Y
REST04599,Classic Thali Palace,Pune,Biryani,Restaurant,<=15,Y
REST02966,Punjabi Wraps Central,Ahmedabad,South Indian,Restaurant,>40,Y
REST18027,Annapurna Grill Bhojanalay,Hyderabad,Fast Food,Restaurant,>40,Y
REST15393,Madras Grill Central,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST16376,Tandoori Sweets Stop,Mumbai,Chinese,Restaurant,<=15,Y
REST08377,Annapurna Kitchen Stop,Delhi,Chinese,Cloud Kitchen,26-40,N
REST01988,Thindi Mane Delights Central,Kolkata,Biryani,Cloud Kitchen,<=15,N
REST06280,Madras Darshini Cafe,Bengaluru,Pizza,Restaurant,<=15,Y
REST14687,Annapurna Express Central,Kolkata,Biryani,Restaurant,26-40,Y
REST13224,Hot & Crispy Biryani Cafe,Delhi,Biryani,Restaurant,26-40,Y
REST11553,Madras Wraps Clouds,Bengaluru,Pizza,Cloud Kitchen,26-40,Y
REST09440,Grand Express Clouds,Ahmedabad,Chinese,Restaurant,>40,Y
REST16079,Delhi Darshini Delight,Mumbai,Pizza,Cloud Kitchen,16-25,Y
REST00636,Royal Kitchen Hub,Kolkata,South Indian,Cloud Kitchen,>40,Y
REST09852,Royal Tandoor Mahal,Mumbai,Desserts,Cloud Kitchen,26-40,N
REST02144,Urban Pizza Clouds,Pune,Biryani,Cloud Kitchen,16-25,Y
REST01470,Sri Sweets Darbar,Delhi,Fast Food,Restaurant,26-40,Y
REST15220,Grand Wraps Bhojanalay,Mumbai,North Indian,Restaurant,16-25,Y
REST15357,Annapurna Grill Stop,Mumbai,North Indian,Restaurant,16-25,Y
REST16127,Hot & Crispy Grill Heaven,Bengaluru,Desserts,Restaurant,26-40,Y
REST12735,Royal Mess Cafe,Chennai,Biryani,Restaurant,<=15,Y
REST04584,Flavours of Kitchen Central,Bengaluru,Biryani,Restaurant,16-25,Y
REST10198,Classic Tandoor Clouds,Hyderabad,Chinese,Restaurant,<=15,Y
REST05218,Annapurna Wraps Mahal,Chennai,North Indian,Restaurant,26-40,Y
REST00163,Annapurna Paratha Mahal,Hyderabad,North Indian,Cloud Kitchen,16-25,N
REST06872,Spicy Kitchen Darbar,Bengaluru,Pizza,Restaurant,16-25,Y
REST14236,Hot & Crispy Sweets Point,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST03119,Madras Grill Point,Bengaluru,Fast Food,Restaurant,26-40,Y
REST03773,Grand Thali Mahal,Delhi,South Indian,Restaurant,16-25,N
REST06708,Flavours of Kitchen Cafe,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST06097,Madras Wraps Corner,Ahmedabad,South Indian,Restaurant,26-40,Y
REST09177,Sri Kitchen Mahal,Hyderabad,Fast Food,Cloud Kitchen,16-25,N
REST17521,Urban Mess Heaven,Mumbai,Biryani,Cloud Kitchen,26-40,Y
REST02009,Taste of Darshini Clouds,Ahmedabad,Healthy,Cloud Kitchen,16-25,Y
REST17177,Fresh Kitchen Zone,Kolkata,Chinese,Cloud Kitchen,16-25,Y
REST18391,Fresh Pizza Bhojanalay,Bengaluru,Biryani,Restaurant,<=15,Y
REST01419,Royal Kitchen Palace,Delhi,North Indian,Cloud Kitchen,16-25,N
REST01662,Thindi Mane Biryani Hub,Hyderabad,South Indian,Restaurant,<=15,Y
REST14493,Annapurna Tandoor Clouds,Delhi,North Indian,Restaurant,16-25,Y
REST00346,Kolkata Mess Adda,Bengaluru,North Indian,Restaurant,<=15,Y
REST18595,Taste of Thali Cafe,Chennai,North Indian,Restaurant,<=15,Y
REST13803,Delhi Thali Corner,Mumbai,Pizza,Restaurant,16-25,Y
REST06836,Grand House Central,Chennai,Desserts,Restaurant,16-25,Y
REST10217,Royal Biryani Adda,Mumbai,South Indian,Cloud Kitchen,26-40,Y
REST04373,Taste of Delights Zone,Bengaluru,Healthy,Restaurant,16-25,Y
REST18515,Bombay Kitchen Clouds,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
REST06453,Bombay Mess Cafe,Chennai,Fast Food,Cloud Kitchen,16-25,Y
REST13521,Madras Tandoor Central,Pune,North Indian,Restaurant,16-25,N
REST00167,Kolkata Wraps Heaven,Bengaluru,Biryani,Restaurant,<=15,Y
REST00243,Urban House Stop,Kolkata,Chinese,Cloud Kitchen,16-25,Y
REST05492,Bombay Pizza Clouds,Hyderabad,South Indian,Restaurant,>40,Y
REST15497,Sri Wraps Darbar,Kolkata,Fast Food,Cloud Kitchen,<=15,Y
REST00819,Urban Curry Central,Bengaluru,Pizza,Restaurant,16-25,Y
REST09868,Taste of Wraps Central,Bengaluru,Fast Food,Restaurant,<=15,Y
REST11772,Spicy Delights Corner,Delhi,Chinese,Restaurant,16-25,Y
REST01996,Urban Tandoor Corner,Bengaluru,Chinese,Restaurant,<=15,Y
REST18338,Thindi Mane Paratha Stop,Pune,South Indian,Restaurant,26-40,Y
REST13410,Urban Cafe Central,Ahmedabad,North Indian,Restaurant,16-25,Y
REST10436,Spicy Cafe Zone,Chennai,Biryani,Restaurant,26-40,Y
REST02463,Fresh Grill Zone,Ahmedabad,Chinese,Restaurant,<=15,Y
REST06401,Fresh Wraps Darbar,Pune,Biryani,Cloud Kitchen,<=15,Y
REST12367,Royal Wraps Corner,Pune,Pizza,Restaurant,16-25,Y
REST05156,Delhi House Central,Ahmedabad,Pizza,Restaurant,16-25,Y
REST06144,Flavours of Darshini Zone,Bengaluru,North Indian,Restaurant,<=15,Y
REST11758,Taste of Delights Delight,Hyderabad,Chinese,Restaurant,26-40,Y
REST12083,Delhi Cafe Mahal,Pune,Desserts,Cloud Kitchen,<=15,Y
REST04287,Kolkata Paratha Corner,Bengaluru,North Indian,Restaurant,<=15,N
REST12423,Fresh House Stop,Pune,North Indian,Cloud Kitchen,26-40,Y
REST17419,Urban Sweets Central,Chennai,Desserts,Restaurant,16-25,Y
REST04390,Fresh Grill Zone,Chennai,Chinese,Cloud Kitchen,26-40,Y
REST10364,Kolkata Cafe Nest,Mumbai,Fast Food,Restaurant,16-25,Y
REST03817,Taste of Express Nest,Ahmedabad,Desserts,Cloud Kitchen,26-40,Y
REST01910,Taste of Thali Delight,Pune,North Indian,Restaurant,<=15,Y
REST04181,Hot & Crispy Grill Adda,Delhi,Desserts,Restaurant,16-25,N
REST04877,Fresh Paratha Cafe,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST04345,Sri Pizza Central,Chennai,North Indian,Restaurant,<=15,N
REST04688,Urban Biryani Corner,Chennai,Biryani,Cloud Kitchen,26-40,Y
REST13216,Annapurna Sweets Hub,Delhi,Pizza,Restaurant,16-25,Y
REST01217,Delhi Thali Delight,Kolkata,Chinese,Cloud Kitchen,<=15,Y
REST19075,Delhi Sweets Point,Mumbai,Chinese,Restaurant,16-25,Y
REST16803,Taste of Curry Central,Mumbai,North Indian,Restaurant,26-40,Y
REST09936,Flavours of Curry Mahal,Hyderabad,Biryani,Restaurant,26-40,Y
REST17749,Flavours of Thali Zone,Delhi,North Indian,Restaurant,16-25,Y
REST00477,Annapurna Pizza Delight,Bengaluru,Chinese,Restaurant,>40,Y
REST14239,Grand House Point,Bengaluru,Chinese,Restaurant,<=15,N
REST17853,Annapurna Paratha Heaven,Bengaluru,Healthy,Restaurant,26-40,Y
REST18253,Royal Tandoor Corner,Bengaluru,North Indian,Restaurant,16-25,Y
REST19990,Sri Cafe Central,Pune,Biryani,Restaurant,26-40,Y
REST16745,Classic Wraps Stop,Ahmedabad,Chinese,Restaurant,<=15,Y
REST12781,Sri Grill Zone,Kolkata,Chinese,Restaurant,16-25,Y
REST05002,Taste of Kitchen Darbar,Hyderabad,North Indian,Cloud Kitchen,16-25,Y
REST09883,Annapurna Grill Clouds,Kolkata,North Indian,Cloud Kitchen,26-40,Y
REST08716,Delhi Mess Cafe,Delhi,North Indian,Cloud Kitchen,26-40,Y
REST01622,Flavours of Express Stop,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST03700,Bombay Darshini Cafe,Pune,Fast Food,Cloud Kitchen,16-25,Y
REST10163,Spicy Pizza Stop,Mumbai,Fast Food,Restaurant,16-25,Y
REST07733,Urban Curry Corner,Pune,Pizza,Restaurant,16-25,N
REST17978,Urban Curry Nest,Mumbai,North Indian,Restaurant,<=15,Y
REST19268,Annapurna Thali Point,Chennai,Biryani,Restaurant,26-40,Y
REST17084,Hot & Crispy House Adda,Chennai,North Indian,Cloud Kitchen,26-40,Y
REST06054,Namma Biryani Delight,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST10609,Namma Sweets Adda,Kolkata,Desserts,Restaurant,26-40,Y
REST05397,Delhi Kitchen Stop,Chennai,South Indian,Cloud Kitchen,>40,Y
REST10533,Tandoori Express Corner,Mumbai,Chinese,Restaurant,<=15,Y
REST13399,Urban Sweets Heaven,Ahmedabad,Desserts,Cloud Kitchen,26-40,Y
REST06657,Grand Biryani Hub,Kolkata,North Indian,Restaurant,16-25,Y
REST09107,Tandoori Wraps Adda,Bengaluru,Healthy,Cloud Kitchen,16-25,Y
REST15313,Bombay Mess Darbar,Chennai,North Indian,Restaurant,16-25,Y
REST07533,Flavours of Darshini Corner,Bengaluru,Desserts,Restaurant,16-25,Y
REST00155,Hot & Crispy Sweets Nest,Mumbai,Chinese,Restaurant,<=15,Y
REST03676,Namma Grill Bhojanalay,Hyderabad,Desserts,Restaurant,>40,Y
REST12992,Flavours of Paratha Stop,Delhi,South Indian,Restaurant,26-40,Y
REST12075,Royal House Central,Hyderabad,Fast Food,Cloud Kitchen,16-25,Y
REST03990,Tandoori Paratha Stop,Hyderabad,Desserts,Restaurant,>40,N
REST09849,Grand Mess Cafe,Delhi,Pizza,Restaurant,16-25,Y
REST05606,Delhi Kitchen Corner,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
REST13903,Madras Curry Stop,Hyderabad,South Indian,Restaurant,>40,Y
REST18653,Thindi Mane Pizza Heaven,Pune,North Indian,Restaurant,26-40,N
REST18139,Tandoori Sweets Nest,Kolkata,South Indian,Cloud Kitchen,16-25,Y
REST06004,Annapurna Darshini Cafe,Chennai,Chinese,Restaurant,<=15,Y
REST04120,Grand Darshini Central,Bengaluru,Chinese,Restaurant,16-25,Y
REST01093,Punjabi Darshini Delight,Kolkata,North Indian,Cloud Kitchen,26-40,Y
REST15556,Annapurna Tandoor Clouds,Mumbai,Chinese,Restaurant,<=15,Y
REST15130,Flavours of Wraps Heaven,Bengaluru,North Indian,Restaurant,16-25,Y
REST04633,Namma Express Adda,Delhi,Fast Food,Cloud Kitchen,16-25,Y
REST14894,Royal Delights Heaven,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
REST08496,Namma Wraps Darbar,Ahmedabad,Desserts,Cloud Kitchen,26-40,Y
REST05711,Annapurna House Clouds,Ahmedabad,North Indian,Restaurant,<=15,Y
REST16099,Kolkata Express Cafe,Delhi,North Indian,Cloud Kitchen,>40,Y
REST12013,Flavours of Kitchen Hub,Hyderabad,Chinese,Cloud Kitchen,26-40,Y
REST13143,Urban Wraps Central,Bengaluru,Biryani,Restaurant,26-40,Y
REST11232,Punjabi Biryani Adda,Hyderabad,Fast Food,Restaurant,16-25,Y
REST13528,Spicy Thali Zone,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
REST02195,Grand Darshini Delight,Bengaluru,Pizza,Restaurant,>40,Y
REST04522,Royal Wraps Bhojanalay,Bengaluru,Fast Food,Restaurant,<=15,N
REST11975,Urban Pizza Central,Bengaluru,North Indian,Restaurant,16-25,Y
REST18896,Namma Biryani Central,Hyderabad,South Indian,Restaurant,<=15,Y
REST06066,Fresh Cafe Delight,Hyderabad,Pizza,Restaurant,>40,Y
REST05727,Thindi Mane Pizza Palace,Mumbai,North Indian,Restaurant,<=15,Y
REST13057,Thindi Mane Curry Corner,Pune,South Indian,Restaurant,16-25,Y
REST13645,Thindi Mane Kitchen Bhojanalay,Bengaluru,Fast Food,Cloud Kitchen,16-25,Y
REST11433,Spicy Express Stop,Delhi,Desserts,Restaurant,16-25,Y
REST14186,Madras Kitchen Zone,Bengaluru,Chinese,Restaurant,<=15,Y
REST16183,Namma Delights Hub,Mumbai,Biryani,Cloud Kitchen,<=15,Y
REST09380,Madras Kitchen Hub,Chennai,South Indian,Restaurant,16-25,Y
REST18614,Fresh Express Corner,Pune,Biryani,Cloud Kitchen,16-25,Y
REST15382,Bombay Cafe Bhojanalay,Delhi,South Indian,Restaurant,>40,N
REST12027,Royal Kitchen Hub,Bengaluru,Fast Food,Restaurant,26-40,Y
REST13565,Taste of Darshini Corner,Pune,South Indian,Restaurant,<=15,Y
REST11579,Flavours of Express Delight,Pune,Pizza,Restaurant,26-40,Y
REST02498,Punjabi Express Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,Y
REST17075,Urban House Adda,Hyderabad,Pizza,Restaurant,16-25,Y
REST01058,Taste of Delights Darbar,Mumbai,South Indian,Cloud Kitchen,16-25,Y
REST00497,Madras Express Darbar,Pune,Biryani,Restaurant,16-25,Y
REST06796,Tandoori Paratha Central,Hyderabad,Pizza,Restaurant,26-40,Y
REST03956,Madras Grill Darbar,Delhi,Biryani,Cloud Kitchen,26-40,Y
REST03057,Tandoori House Nest,Kolkata,Pizza,Restaurant,>40,Y
REST10149,Namma Kitchen Central,Pune,Fast Food,Cloud Kitchen,16-25,Y
REST17936,Thindi Mane Express Palace,Kolkata,North Indian,Restaurant,16-25,N
REST17462,Classic Delights Bhojanalay,Hyderabad,North Indian,Restaurant,16-25,Y
REST11068,Taste of Mess Darbar,Hyderabad,South Indian,Cloud Kitchen,16-25,Y
REST12709,Kolkata Wraps Zone,Chennai,Pizza,Restaurant,26-40,Y
REST09074,Annapurna House Bhojanalay,Mumbai,North Indian,Cloud Kitchen,16-25,Y
REST15327,Hot & Crispy Biryani Point,Chennai,Pizza,Restaurant,<=15,Y
REST07209,Fresh House Palace,Kolkata,Biryani,Cloud Kitchen,16-25,Y
REST18448,Fresh Tandoor Palace,Bengaluru,Chinese,Restaurant,16-25,Y
REST04113,Tandoori Sweets Zone,Bengaluru,South Indian,Restaurant,16-25,Y
REST17325,Annapurna Darshini Clouds,Pune,North Indian,Restaurant,26-40,Y
REST09511,Delhi Kitchen Nest,Bengaluru,Healthy,Restaurant,<=15,Y
REST02866,Urban House Adda,Bengaluru,Biryani,Restaurant,16-25,Y
REST16854,Urban Cafe Mahal,Mumbai,North Indian,Restaurant,>40,Y
REST02248,Thindi Mane Grill Stop,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
REST19043,Urban Kitchen Bhojanalay,Delhi,Healthy,Restaurant,<=15,Y
REST06429,Hot & Crispy Grill Darbar,Mumbai,Pizza,Cloud Kitchen,26-40,Y
REST02925,Flavours of Wraps Darbar,Bengaluru,Fast Food,Restaurant,16-25,Y
REST03770,Grand Cafe Nest,Delhi,Chinese,Restaurant,16-25,Y
REST02395,Sri Thali Hub,Bengaluru,Pizza,Restaurant,16-25,Y
REST11175,Tandoori Kitchen Heaven,Delhi,South Indian,Restaurant,26-40,Y
REST12248,Madras Mess Nest,Delhi,Pizza,Cloud Kitchen,16-25,Y
REST05049,Annapurna Grill Mahal,Ahmedabad,Biryani,Restaurant,16-25,Y
REST18386,Hot & Crispy Paratha Cafe,Mumbai,Chinese,Restaurant,>40,Y
REST08956,Thindi Mane Wraps Corner,Mumbai,Healthy,Cloud Kitchen,<=15,Y
REST02301,Royal Wraps Zone,Mumbai,South Indian,Restaurant,26-40,N
REST13566,Fresh Grill Cafe,Hyderabad,Healthy,Restaurant,16-25,Y
REST09338,Hot & Crispy Express Nest,Chennai,North Indian,Restaurant,<=15,Y
REST11816,Hot & Crispy Mess Delight,Bengaluru,North Indian,Restaurant,<=15,Y
REST15667,Urban Thali Bhojanalay,Chennai,Biryani,Cloud Kitchen,16-25,Y
REST18031,Annapurna Tandoor Stop,Mumbai,Healthy,Restaurant,<=15,Y
REST05917,Tandoori Darshini Cafe,Pune,South Indian,Cloud Kitchen,<=15,Y
REST13271,Namma Darshini Central,Hyderabad,Pizza,Restaurant,26-40,Y
REST03872,Grand Wraps Cafe,Ahmedabad,Fast Food,Restaurant,16-25,Y
REST15801,Urban Delights Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
REST16028,Tandoori Sweets Clouds,Bengaluru,Healthy,Cloud Kitchen,<=15,Y
REST04004,Thindi Mane Curry Nest,Mumbai,Chinese,Restaurant,26-40,Y
REST09269,Spicy Express Darbar,Hyderabad,Pizza,Restaurant,16-25,Y
REST09165,Grand Tandoor Corner,Bengaluru,Biryani,Restaurant,16-25,Y
REST06187,Urban Paratha Cafe,Bengaluru,Desserts,Cloud Kitchen,<=15,Y
REST15166,Punjabi Grill Central,Bengaluru,Healthy,Cloud Kitchen,>40,Y
REST11281,Urban Delights Delight,Kolkata,Biryani,Restaurant,16-25,Y
REST17029,Grand Thali Adda,Kolkata,South Indian,Cloud Kitchen,16-25,Y
REST07324,Classic Mess Darbar,Kolkata,Fast Food,Restaurant,16-25,Y
REST03013,Delhi Wraps Cafe,Kolkata,Chinese,Cloud Kitchen,16-25,Y
REST08226,Thindi Mane House Darbar,Kolkata,Chinese,Restaurant,<=15,Y
REST18040,Fresh Pizza Palace,Bengaluru,Healthy,Restaurant,16-25,Y
REST05978,Tandoori Pizza Corner,Mumbai,North Indian,Restaurant,<=15,Y
REST10582,Classic Biryani Mahal,Mumbai,North Indian,Cloud Kitchen,16-25,Y
REST18778,Thindi Mane Pizza Nest,Delhi,South Indian,Cloud Kitchen,16-25,Y
REST17440,Thindi Mane Wraps Clouds,Hyderabad,Biryani,Cloud Kitchen,26-40,Y
REST01922,Thindi Mane Thali Central,Delhi,Biryani,Cloud Kitchen,16-25,Y
REST12619,Grand Thali Stop,Kolkata,North Indian,Cloud Kitchen,26-40,Y
REST16439,Namma Pizza Hub,Ahmedabad,North Indian,Restaurant,26-40,Y
REST11222,Classic Kitchen Hub,Chennai,Biryani,Restaurant,<=15,Y
REST07409,Sri Tandoor Darbar,Pune,South Indian,Restaurant,26-40,Y
REST09483,Namma Biryani Palace,Mumbai,Pizza,Restaurant,<=15,Y
REST02778,Grand Wraps Zone,Delhi,Desserts,Restaurant,26-40,N
REST09882,Hot & Crispy Biryani Heaven,Bengaluru,South Indian,Restaurant,>40,N
REST10689,Urban Kitchen Palace,Hyderabad,South Indian,Cloud Kitchen,<=15,Y
REST17707,Namma Express Mahal,Delhi,Chinese,Restaurant,16-25,N
REST00729,Urban Wraps Zone,Bengaluru,Pizza,Restaurant,<=15,Y
REST04036,Delhi Biryani Darbar,Ahmedabad,South Indian,Restaurant,<=15,Y
REST14561,Madras Pizza Adda,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
REST10599,Flavours of Delights Bhojanalay,Chennai,South Indian,Restaurant,16-25,Y
REST19998,Madras Biryani Mahal,Pune,Chinese,Restaurant,26-40,N
REST12384,Royal Curry Central,Hyderabad,South Indian,Restaurant,<=15,Y
REST12432,Tandoori Mess Central,Delhi,Fast Food,Restaurant,16-25,Y
REST06651,Royal Delights Mahal,Kolkata,Chinese,Restaurant,26-40,Y
REST17726,Thindi Mane Mess Bhojanalay,Mumbai,North Indian,Restaurant,26-40,Y
REST19378,Punjabi Tandoor Delight,Bengaluru,North Indian,Restaurant,>40,Y
REST12076,Flavours of Paratha Nest,Bengaluru,Healthy,Restaurant,<=15,Y
REST16872,Sri Curry Heaven,Delhi,Biryani,Restaurant,26-40,Y
REST14837,Thindi Mane Wraps Cafe,Bengaluru,South Indian,Restaurant,<=15,Y
REST06158,Classic Biryani Bhojanalay,Ahmedabad,Fast Food,Restaurant,<=15,Y
REST15456,Urban Grill Darbar,Kolkata,Biryani,Restaurant,<=15,Y
REST13464,Hot & Crispy Express Mahal,Chennai,South Indian,Restaurant,16-25,Y
REST17546,Taste of Mess Adda,Kolkata,Chinese,Restaurant,<=15,Y
REST08862,Hot & Crispy Wraps Nest,Mumbai,Desserts,Cloud Kitchen,<=15,Y
REST05989,Sri House Point,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
REST16110,Namma Darshini Corner,Hyderabad,Chinese,Cloud Kitchen,<=15,Y
REST06915,Namma Biryani Nest,Bengaluru,South Indian,Restaurant,26-40,Y
REST07728,Fresh Express Adda,Bengaluru,Pizza,Restaurant,26-40,Y
REST12582,Namma Wraps Cafe,Mumbai,North Indian,Cloud Kitchen,>40,Y
REST10480,Punjabi Mess Corner,Pune,Chinese,Cloud Kitchen,26-40,Y
REST00189,Bombay Darshini Zone,Bengaluru,Chinese,Restaurant,16-25,Y
REST11253,Delhi House Cafe,Chennai,South Indian,Restaurant,>40,Y
REST15477,Taste of Paratha Point,Mumbai,South Indian,Restaurant,16-25,Y
REST17058,Tandoori Sweets Zone,Bengaluru,Biryani,Restaurant,26-40,Y
REST18639,Tandoori Express Corner,Kolkata,Chinese,Cloud Kitchen,>40,Y
REST11958,Bombay Grill Delight,Chennai,North Indian,Restaurant,>40,Y
REST05861,Punjabi Pizza Heaven,Bengaluru,South Indian,Restaurant,16-25,Y
REST02028,Thindi Mane Grill Darbar,Bengaluru,Biryani,Cloud Kitchen,>40,N
REST00715,Urban Grill Cafe,Bengaluru,Biryani,Restaurant,16-25,Y
REST09329,Tandoori Wraps Darbar,Bengaluru,North Indian,Restaurant,16-25,Y
REST07231,Spicy Biryani Darbar,Bengaluru,Biryani,Cloud Kitchen,26-40,Y
REST08650,Classic Thali Cafe,Hyderabad,Fast Food,Restaurant,16-25,Y
REST00222,Punjabi Paratha Bhojanalay,Mumbai,Chinese,Restaurant,>40,Y
REST11931,Spicy Biryani Point,Kolkata,Chinese,Cloud Kitchen,16-25,Y
REST09467,Namma Biryani Central,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST03922,Taste of Delights Heaven,Chennai,South Indian,Restaurant,<=15,Y
REST12312,Madras Delights Darbar,Mumbai,South Indian,Restaurant,>40,Y
REST04403,Spicy Paratha Bhojanalay,Chennai,Healthy,Restaurant,<=15,Y
REST06721,Grand Darshini Cafe,Mumbai,North Indian,Cloud Kitchen,<=15,Y
REST07704,Urban Wraps Bhojanalay,Bengaluru,North Indian,Cloud Kitchen,26-40,N
REST04000,Bombay Darshini Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,Y
REST11005,Namma Thali Adda,Bengaluru,South Indian,Restaurant,26-40,N
REST11240,Bombay Cafe Nest,Bengaluru,North Indian,Restaurant,>40,N
REST13485,Urban Mess Clouds,Pune,South Indian,Restaurant,>40,Y
REST01034,Royal Curry Mahal,Delhi,Biryani,Cloud Kitchen,>40,Y
REST08295,Flavours of Darshini Palace,Delhi,Fast Food,Restaurant,16-25,N
REST13553,Fresh Curry Hub,Pune,Healthy,Restaurant,<=15,Y
REST18887,Fresh Kitchen Zone,Mumbai,Desserts,Restaurant,16-25,Y
REST19999,Kolkata Thali Clouds,Chennai,North Indian,Cloud Kitchen,16-25,Y
REST19257,Grand Darshini Palace,Bengaluru,Pizza,Restaurant,16-25,Y
REST04468,Flavours of Sweets Central,Hyderabad,Desserts,Restaurant,16-25,Y
REST10251,Urban Sweets Hub,Delhi,Biryani,Restaurant,16-25,Y
REST13672,Delhi Delights Hub,Delhi,Biryani,Restaurant,16-25,Y
REST05914,Delhi Wraps Mahal,Pune,Biryani,Restaurant,16-25,Y
REST12778,Flavours of Curry Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,Y
REST05317,Sri Biryani Nest,Kolkata,Pizza,Cloud Kitchen,16-25,Y
REST00631,Classic Paratha Nest,Ahmedabad,Biryani,Restaurant,26-40,Y
REST19558,Urban Wraps Point,Mumbai,Desserts,Restaurant,16-25,Y
REST02331,Urban Cafe Stop,Kolkata,South Indian,Restaurant,16-25,Y
REST09937,Punjabi Curry Central,Bengaluru,North Indian,Restaurant,16-25,Y
REST16616,Punjabi Curry Central,Ahmedabad,Healthy,Cloud Kitchen,<=15,Y
REST03125,Taste of Curry Stop,Bengaluru,South Indian,Restaurant,26-40,N
REST08561,Delhi Curry Bhojanalay,Pune,Pizza,Restaurant,>40,N
REST14165,Urban Cafe Mahal,Hyderabad,Biryani,Restaurant,26-40,Y
REST18285,Kolkata Darshini Darbar,Bengaluru,Pizza,Restaurant,16-25,Y
REST17297,Kolkata Curry Adda,Delhi,Pizza,Restaurant,16-25,Y
REST12502,Madras Cafe Delight,Delhi,North Indian,Cloud Kitchen,26-40,Y
REST02735,Bombay Wraps Cafe,Delhi,Fast Food,Restaurant,16-25,Y
REST13577,Sri Cafe Darbar,Pune,North Indian,Restaurant,<=15,Y
REST08958,Bombay Tandoor Adda,Ahmedabad,Biryani,Restaurant,<=15,N
REST17476,Flavours of Cafe Zone,Pune,Fast Food,Restaurant,16-25,Y
REST06989,Classic Cafe Mahal,Delhi,Biryani,Restaurant,26-40,Y
REST13558,Flavours of Wraps Zone,Delhi,Chinese,Restaurant,16-25,Y
REST00296,Grand Cafe Corner,Chennai,Chinese,Restaurant,16-25,Y
REST14810,Punjabi Darshini Corner,Pune,Biryani,Restaurant,<=15,Y
REST00325,Namma Pizza Mahal,Bengaluru,North Indian,Restaurant,26-40,N
REST10001,Royal Express Zone,Hyderabad,Desserts,Restaurant,<=15,N
REST09322,Urban Cafe Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
REST19061,Spicy Mess Nest,Delhi,North Indian,Cloud Kitchen,26-40,Y
REST07626,Urban Paratha Central,Mumbai,Pizza,Cloud Kitchen,26-40,N
REST06552,Thindi Mane Pizza Bhojanalay,Delhi,North Indian,Cloud Kitchen,16-25,Y
REST10548,Urban Kitchen Cafe,Mumbai,Healthy,Restaurant,16-25,Y
REST00352,Namma Mess Clouds,Kolkata,Pizza,Restaurant,16-25,Y
