order_id,actual_delivery_time_mins,expected_delivery_time_mins,distance_km
ORD202509000958,70,46,7.6
ORD202509008850,59,37,7.7
ORD202509002942,80,43,1.1
ORD202509000025,74,39,6.7
ORD202509004620,68,48,4.4
ORD202509007899,70,41,1.0
ORD202509003329,54,48,5.1
ORD202509000973,45,47,1.4
ORD202509007403,72,41,6.7
ORD202509006664,69,36,1.2
ORD202509002580,65,45,6.1
ORD202509006349,65,49,2.6
ORD202509001734,54,37,2.1
ORD202509006831,63,44,1.8
ORD202509003658,62,35,1.9
ORD202509008975,40,35,1.8
ORD202509001428,54,50,4.5
ORD202509002972,47,46,4.3
ORD202509004033,45,39,6.1
ORD202509010226,48,40,5.6
ORD202509002602,50,43,3.1
ORD202509005125,89,47,7.7
ORD202509000092,53,45,7.1
ORD202509002233,67,41,6.2
ORD202509003828,60,48,1.2
ORD202509003779,71,46,2.4
ORD202509007984,58,40,5.6
ORD202509000161,52,38,1.6
ORD202509004802,65,43,7.0
ORD202509001796,86,37,2.5
ORD202509008273,82,46,1.9
ORD202509006104,60,49,6.0
ORD202509007418,40,38,7.5
ORD202509008285,77,46,4.2
ORD202509001243,50,46,7.6
ORD202509001931,50,50,4.1
ORD202509004778,68,40,3.8
ORD202509004393,41,40,5.5
ORD202509006317,66,43,4.6
ORD202509003206,64,36,3.4
ORD202509005026,61,40,4.6
ORD202509000334,40,38,1.6
ORD202509006935,74,39,5.2
ORD202509008948,65,47,6.8
ORD202509001115,67,43,2.1
ORD202509001565,40,50,1.2
ORD202509000506,66,43,3.5
ORD202509000444,71,46,3.1
ORD202509002025,64,44,5.8
ORD202509006279,69,44,1.5
ORD202509005325,75,39,3.2
ORD202509000924,52,50,1.1
ORD202509000524,67,46,7.1
ORD202509008241,67,40,4.2
ORD202509008236,40,41,1.1
ORD202509002935,70,48,7.5
ORD202509001756,57,45,3.2
ORD202509004117,51,43,3.7
ORD202509004567,40,49,1.1
ORD202509009846,64,46,6.3
ORD202509001992,90,36,7.9
ORD202509007585,67,36,6.8
ORD202509010209,40,36,7.4
ORD202509003420,45,46,5.7
ORD202509006584,49,35,2.6
ORD202509009564,56,43,7.8
ORD202509001986,46,46,6.6
ORD202509002498,61,38,2.9
ORD202509009663,68,39,3.8
ORD202509007902,53,39,3.0
ORD202509000221,43,36,6.2
ORD202509003127,80,37,6.9
ORD202509005909,40,46,6.2
ORD202509008129,75,46,2.9
ORD202509004266,45,36,4.9
ORD202509006717,83,46,1.3
ORD202509004225,46,37,7.8
ORD202509000209,41,40,2.4
ORD202509003323,41,45,1.1
ORD202509009314,51,37,7.2
ORD202509001789,40,37,3.8
ORD202509003989,40,39,1.3
ORD202509009643,63,45,6.9
ORD202509006182,69,47,6.1
ORD202509008554,51,44,1.3
ORD202509004405,78,40,1.7
ORD202509000655,73,42,3.7
ORD202509009799,40,46,7.0
ORD202509005031,41,46,6.5
ORD202509006379,44,48,1.1
ORD202509005395,82,47,3.6
ORD202509007746,68,49,3.8
ORD202509003799,48,47,4.8
ORD202509001653,51,42,6.4
ORD202509006311,78,41,2.3
ORD202509007379,40,37,7.8
ORD202509002074,56,38,4.8
ORD202509007178,40,46,2.3
ORD202509007628,40,37,1.2
ORD202509007377,75,46,1.4
ORD202509002655,64,35,5.3
ORD202509003990,72,37,7.4
ORD202509004470,60,44,1.8
ORD202509002359,70,40,4.1
ORD202509004069,67,38,4.9
ORD202509003896,75,50,6.6
ORD202509005295,68,37,8.0
ORD202509008113,52,47,7.6
ORD202509006476,48,43,5.0
ORD202509004230,66,40,1.2
ORD202509009431,40,42,6.1
ORD202509000630,55,44,3.1
ORD202509003711,66,46,7.7
ORD202509002076,70,36,1.3
ORD202509009223,61,35,2.7
ORD202509003696,51,39,2.9
ORD202509007887,40,40,1.5
ORD202509007981,40,38,7.8
ORD202509000330,62,39,3.7
ORD202509003645,40,46,6.7
ORD202509007411,58,40,7.9
ORD202509002004,52,37,8.0
ORD202509006607,53,39,3.8
ORD202509008416,73,47,2.7
ORD202509000999,40,43,6.8
ORD202509004900,40,42,6.6
ORD202509009894,77,48,1.1
ORD202509003123,67,44,5.2
ORD202509010079,59,35,3.7
ORD202509006340,73,50,3.4
ORD202509001753,45,42,7.8
ORD202509000335,61,36,6.7
ORD202509001422,62,49,6.6
ORD202509000488,55,37,4.5
ORD202509008012,40,44,4.9
ORD202509001601,40,40,2.8
ORD202509004935,40,35,3.5
ORD202509002518,55,35,5.9
ORD202509003720,72,43,6.0
ORD202509008518,90,50,5.7
ORD202509003112,55,49,7.5
ORD202509008771,42,46,3.6
ORD202509003422,56,47,1.0
ORD202509005740,70,40,2.9
ORD202509007564,60,45,3.7
ORD202509006060,76,35,6.5
ORD202509009428,75,39,6.9
ORD202509003226,74,46,2.9
ORD202509000619,69,42,5.8
ORD202509009455,40,45,4.1
ORD202509004858,58,41,7.7
ORD202509003664,58,41,1.7
ORD202509006581,87,40,7.1
ORD202509007273,46,46,2.7
ORD202509006147,50,45,4.1
ORD202509000654,57,44,3.2
ORD202509003158,49,42,7.4
ORD202509009461,41,43,2.9
ORD202509008445,74,43,4.4
ORD202509003626,51,40,5.5
ORD202509008118,47,40,6.0
ORD202509004138,75,40,3.6
ORD202509008939,59,49,3.8
ORD202509007792,67,35,7.7
ORD202509007648,40,38,7.5
ORD202509005176,53,41,1.5
ORD202509001331,73,41,5.3
ORD202509002240,90,46,2.7
ORD202509003793,41,45,4.9
ORD202509002548,73,37,3.5
ORD202509005373,40,46,4.4
ORD202509004420,40,43,8.0
ORD202509004322,77,48,6.8
ORD202509003289,71,48,3.3
ORD202509006721,62,37,5.2
ORD202509010185,74,43,4.0
ORD202509008327,47,39,6.0
ORD202509006640,71,40,7.9
ORD202509003207,72,36,6.8
ORD202509008254,44,48,4.3
ORD202509005598,42,46,1.6
ORD202509004381,44,43,6.9
ORD202509005721,80,43,4.9
ORD202509001123,48,44,3.2
ORD202509001846,46,36,3.5
ORD202509009206,65,46,5.9
ORD202509009169,52,37,1.9
ORD202509001039,82,50,5.4
ORD202509000165,52,42,7.2
ORD202509003031,52,45,6.3
ORD202509006256,57,44,3.2
ORD202509002747,58,41,2.8
ORD202509006851,47,43,3.6
ORD202509000367,58,37,2.1
ORD202509007805,74,41,7.4
ORD202509008451,57,40,4.0
ORD202509006180,75,42,6.2
ORD202509003183,40,42,7.8
ORD202509006210,51,35,6.2
ORD202509009231,73,36,3.2
ORD202509002766,52,41,1.5
ORD202509003223,40,42,6.2
ORD202509008386,59,49,5.7
ORD202509001876,54,50,5.7
ORD202509004570,58,39,7.5
ORD202509006862,47,48,6.2
ORD202509001589,54,45,5.2
ORD202509010122,53,41,4.8
ORD202509009366,84,40,4.2
ORD202509005752,66,45,1.7
ORD202509002724,40,48,5.7
ORD202509005801,56,37,4.3
ORD202509008735,63,41,1.1
ORD202509006006,63,48,3.2
ORD202509008881,64,46,7.0
ORD202509006474,65,39,3.4
ORD202509010265,70,45,6.2
ORD202509001628,72,40,2.2
ORD202509008612,52,44,5.6
ORD202509000445,50,42,5.2
ORD202509007794,49,36,1.7
ORD202509006285,45,35,2.3
ORD202509008913,54,45,6.3
ORD202509001322,52,37,3.3
ORD202509006426,52,50,7.6
ORD202509006203,85,42,2.6
ORD202509001557,73,36,6.0
ORD202509005054,63,46,4.1
ORD202509000986,61,39,5.8
ORD202509001977,77,50,3.7
ORD202509004558,41,43,3.2
ORD202509006348,66,40,2.5
ORD202509001302,70,38,3.3
ORD202509008131,40,48,1.4
ORD202509000085,61,49,7.1
ORD202509004029,54,41,7.7
ORD202509008098,50,40,1.1
ORD202509010187,71,35,7.4
ORD202509004378,75,47,4.0
ORD202509006162,51,44,7.5
ORD202509008218,58,39,6.3
ORD202509008547,74,41,3.3
ORD202509002079,80,44,3.0
ORD202509001376,48,44,3.6
ORD202509009508,42,35,4.4
ORD202509005027,40,48,3.2
ORD202509007820,72,41,6.9
ORD202509007425,79,37,4.7
ORD202509007578,54,35,6.5
ORD202509009819,53,48,6.0
ORD202509009419,51,36,4.6
ORD202509007184,54,48,6.0
ORD202509002243,63,35,6.5
ORD202509006330,90,47,1.3
ORD202509007749,71,42,5.6
ORD202509008479,46,45,5.0
ORD202509004290,45,41,2.7
ORD202509008950,61,46,1.4
ORD202509006750,71,39,5.5
ORD202509003874,40,48,4.5
ORD202509007211,66,41,7.1
ORD202509007159,77,48,4.8
ORD202509002718,41,47,5.5
ORD202509001607,48,46,3.7
ORD202509006471,73,45,1.5
ORD202509007346,40,44,6.4
ORD202509008002,48,46,6.9
ORD202509003751,59,35,7.0
ORD202509007171,90,44,6.2
ORD202509001489,48,41,2.6
ORD202509008390,55,41,5.9
ORD202509006842,69,38,3.4
ORD202509005776,53,40,4.8
ORD202509006585,63,41,6.3
ORD202509002571,72,46,6.3
ORD202509009475,80,48,3.1
ORD202509003333,76,43,2.6
ORD202509009839,40,50,3.2
ORD202509007066,61,47,1.3
ORD202509005495,68,46,1.7
ORD202509000617,40,46,3.1
ORD202509003366,64,40,4.4
ORD202509002863,43,38,7.5
ORD202509000581,53,47,1.9
ORD202509004229,69,44,6.2
ORD202509006829,52,48,3.7
ORD202509008918,76,50,4.1
ORD202509005738,71,48,7.1
ORD202509009447,50,40,5.4
ORD202509007052,40,44,2.6
ORD202509001089,71,43,2.7
ORD202509009184,45,44,7.3
ORD202509004612,74,48,2.4
ORD202509004188,62,50,5.5
ORD202509009824,48,41,4.9
ORD202509006224,40,47,6.5
ORD202509001583,81,46,7.8
ORD202509001022,44,46,6.0
ORD202509009787,84,50,4.2
ORD202509005870,69,50,1.9
ORD202509007620,90,45,3.2
ORD202509009032,60,42,7.7
ORD202509003662,47,46,1.6
ORD202509010151,67,45,1.6
ORD202509010497,68,37,4.3
ORD202509008734,60,38,4.3
ORD202509007166,49,37,6.3
ORD202509005279,63,36,6.8
ORD202509000852,62,42,5.5
ORD202509005922,78,40,4.6
ORD202509000601,72,38,5.5
ORD202509010286,40,46,7.6
ORD202509007943,51,49,1.2
ORD202509010410,59,40,7.8
ORD202509002343,62,42,3.2
ORD202509000790,61,41,7.3
ORD202509007032,67,48,3.4
ORD202509005967,73,46,4.6
ORD202509005585,66,45,4.0
ORD202509007220,43,49,4.9
ORD202509001558,90,50,6.5
ORD202509000929,41,36,6.3
ORD202509001991,63,42,4.0
ORD202509000813,44,35,6.4
ORD202509000691,65,39,3.0
ORD202509009359,86,43,1.6
ORD202509009842,40,41,1.3
ORD202509005511,40,38,4.1
ORD202509003375,58,40,4.3
ORD202509000029,40,38,5.2
ORD202509005535,85,40,7.6
ORD202509004601,61,45,3.0
ORD202509003105,71,42,6.4
ORD202509002013,88,48,7.5
ORD202509007225,90,47,4.5
ORD202509004411,48,46,7.5
ORD202509008340,64,47,1.7
ORD202509003986,40,49,5.5
ORD202509008039,66,44,7.2
ORD202509001016,51,39,6.9
ORD202509008529,72,44,6.8
ORD202509002798,40,37,4.9
ORD202509005291,72,43,3.5
ORD202509005039,58,46,1.9
ORD202509000118,81,44,6.3
ORD202509010146,40,43,7.7
ORD202509006953,74,49,7.1
ORD202509009212,80,36,4.6
ORD202509002873,83,47,7.6
ORD202509004916,57,50,7.5
ORD202509002605,63,39,3.9
ORD202509002220,50,46,3.4
ORD202509009611,56,42,6.2
ORD202509003197,82,45,5.6
ORD202509008350,42,50,7.8
ORD202509000880,60,37,2.2
ORD202509001485,44,50,1.7
ORD202509001570,63,45,5.3
ORD202509010277,81,42,2.9
ORD202509002814,54,39,2.9
ORD202509006431,72,40,6.5
ORD202509005327,65,40,6.5
ORD202509004300,43,40,2.6
ORD202509002059,90,47,5.8
ORD202509010153,77,42,1.5
ORD202509009966,62,41,1.0
ORD202509009000,60,43,7.4
ORD202509004988,59,50,3.6
ORD202509005673,63,39,5.7
ORD202509010083,62,45,6.1
ORD202509004741,82,48,6.3
ORD202509007740,40,40,4.8
ORD202509006427,71,39,7.2
ORD202509001465,56,45,6.2
ORD202509004416,65,49,4.9
ORD202509005062,90,35,1.5
ORD202509003279,50,37,5.4
ORD202509002573,59,45,6.9
ORD202509007526,40,49,3.1
ORD202509003173,44,40,2.3
ORD202509000240,84,47,7.4
ORD202509005078,59,36,6.4
ORD202509004997,54,41,3.8
ORD202509009917,82,35,1.8
ORD202509001208,40,39,1.9
ORD202509005971,46,38,3.0
ORD202509000549,60,42,3.4
ORD202509005815,45,36,6.7
ORD202509001951,47,43,7.2
ORD202509000375,46,49,2.5
ORD202509000573,40,39,7.5
ORD202509000232,73,44,4.2
ORD202509004240,63,49,5.5
ORD202509002603,57,43,7.5
ORD202509006929,72,40,5.2
ORD202509004549,67,40,4.7
ORD202509004397,55,48,3.9
ORD202509004502,63,48,6.0
ORD202509008373,42,40,2.2
ORD202509004009,70,49,3.5
ORD202509005657,75,37,5.9
ORD202509002677,73,50,5.1
ORD202509005637,59,47,5.9
ORD202509005444,53,47,7.8
ORD202509006194,53,50,7.5
ORD202509002452,65,44,1.5
ORD202509004488,40,36,1.4
ORD202509009168,40,45,4.2
ORD202509001454,49,45,7.7
ORD202509008015,71,48,5.5
ORD202509000844,47,37,5.0
ORD202509008006,55,41,1.6
ORD202509000362,61,41,7.9
ORD202509001075,90,50,5.0
ORD202509001384,73,38,6.4
ORD202509009024,69,48,3.6
ORD202509008819,50,50,7.0
ORD202509003287,43,38,4.6
ORD202509005565,44,36,3.5
ORD202509001608,59,38,6.8
ORD202509004934,46,35,1.9
ORD202509008284,60,44,5.9
ORD202509003274,55,43,6.5
ORD202509002171,61,41,1.4
ORD202509001851,57,40,1.1
ORD202509003252,88,38,7.8
ORD202509006974,46,38,3.8
ORD202509008945,52,36,7.5
ORD202509001524,59,45,5.4
ORD202509006458,50,36,6.5
ORD202509007354,58,40,6.3
ORD202509007127,57,39,7.2
ORD202509008599,41,50,3.3
ORD202509008070,57,41,3.1
ORD202509009501,62,46,6.4
ORD202509005883,55,49,7.1
ORD202509000119,43,49,2.0
ORD202509002461,40,38,1.1
ORD202509010058,40,49,6.0
ORD202509002109,71,36,1.2
ORD202509008125,55,43,2.8
ORD202509002002,58,35,2.7
ORD202509007063,48,41,3.0
ORD202509006183,67,38,5.3
ORD202509007205,43,37,4.6
ORD202509010082,53,37,4.2
ORD202509006514,60,36,2.8
ORD202509002570,78,35,1.1
ORD202509002881,57,37,3.3
ORD202509009702,64,49,5.5
ORD202509001505,62,49,5.0
ORD202509003185,65,37,3.1
ORD202509003051,61,41,6.4
ORD202509002177,79,44,1.7
ORD202509001372,52,35,7.3
ORD202509003941,84,41,3.9
ORD202509004019,90,45,6.0
ORD202509008535,65,35,1.2
ORD202509003534,66,39,5.5
ORD202509009252,82,41,3.8
ORD202509002717,40,45,5.0
ORD202509002502,40,44,3.5
ORD202509004332,57,44,2.5
ORD202509001891,67,35,2.4
ORD202509006135,57,50,4.8
ORD202509003617,63,42,1.8
ORD202509005844,57,50,6.5
ORD202509005917,55,35,5.8
ORD202509005000,55,40,4.5
ORD202509004372,90,50,5.0
ORD202509001716,68,41,5.9
ORD202509006980,55,46,1.2
ORD202509008545,40,36,3.9
ORD202509009038,50,43,4.4
ORD202509003070,79,39,3.2
ORD202509003235,78,42,4.4
ORD202509005214,50,38,7.2
ORD202509006176,41,47,3.8
ORD202509008644,57,42,6.5
ORD202509004635,66,39,3.9
ORD202509004191,48,49,2.7
ORD202509003909,53,39,7.4
ORD202509000710,40,48,4.4
ORD202509001409,40,46,4.5
ORD202509006571,71,44,3.9
ORD202509008869,56,42,3.9
ORD202509002017,68,46,6.2
ORD202509009099,49,48,2.9
ORD202509001033,51,42,4.9
ORD202509001459,90,36,1.2
ORD202509002409,47,48,2.7
ORD202509008107,65,44,4.9
ORD202509004356,47,36,1.7
ORD202509007444,77,50,4.0
ORD202509001183,70,44,6.8
ORD202509001405,67,45,4.2
ORD202509009775,62,38,4.3
ORD202509009326,72,45,7.4
ORD202509007549,50,38,5.4
ORD202509008297,46,46,3.6
ORD202509006272,69,42,3.3
ORD202509006234,57,46,5.3
ORD202509009978,63,42,4.4
ORD202509008309,44,35,2.9
ORD202509005624,52,36,2.0
ORD202509002865,50,37,2.9
ORD202509010011,70,40,4.1
ORD202509000006,64,50,5.6
ORD202509003943,52,35,4.3
ORD202509007481,76,44,3.5
ORD202509007806,69,42,1.6
ORD202509000353,54,38,3.3
ORD202509010264,66,39,1.2
ORD202509003635,89,42,6.9
ORD202509006695,74,38,7.6
ORD202509010163,57,40,6.7
ORD202509002645,87,42,5.8
ORD202509005432,52,36,3.3
ORD202509002563,66,48,4.1
ORD202509001655,40,39,3.7
ORD202509001209,82,39,4.3
ORD202509004714,75,41,6.1
ORD202509006389,79,48,7.8
ORD202509006390,40,47,6.8
ORD202509000397,61,36,7.4
ORD202509003236,54,50,4.6
ORD202509004210,55,46,8.0
ORD202509008352,70,49,6.4
ORD202509000044,65,44,6.9
ORD202509003360,56,44,2.2
ORD202509000542,49,48,7.2
ORD202509007420,87,42,7.9
ORD202509006545,53,42,4.8
ORD202509003030,45,38,3.9
ORD202509006057,40,36,1.3
ORD202509003735,66,43,7.5
ORD202509005748,63,48,6.9
ORD202509001618,68,49,4.8
ORD202509005376,47,38,1.3
ORD202509002202,40,48,7.5
ORD202509001131,40,48,4.0
ORD202509001112,47,42,3.4
ORD202509001319,52,38,7.7
ORD202509008470,87,47,7.6
ORD202509005435,40,45,4.8
ORD202509005426,50,50,3.8
ORD202509003262,68,35,2.9
ORD202509000890,70,49,2.2
ORD202509005662,65,44,2.9
ORD202509009070,40,40,4.0
ORD202509000337,81,48,7.3
ORD202509007892,76,40,1.6
ORD202509003831,44,39,2.8
ORD202509006105,54,41,6.6
ORD202509002167,76,41,1.4
ORD202509003321,70,48,3.8
ORD202509004963,40,45,4.0
ORD202509007452,62,49,5.1
ORD202509007021,40,43,7.5
ORD202509001192,63,40,6.1
ORD202509002397,40,36,3.3
ORD202509005606,74,38,2.1
ORD202509003694,50,39,4.1
ORD202509007908,79,39,6.8
ORD202509002669,42,36,4.2
ORD202509002753,53,37,1.7
ORD202509000214,68,42,4.6
ORD202509008797,49,35,4.5
ORD202509005061,56,47,4.4
ORD202509001266,69,42,3.1
ORD202509000800,45,46,3.8
ORD202509001124,62,49,5.1
ORD202509009056,90,38,8.0
ORD202509003094,68,49,6.1
ORD202509007833,40,48,5.2
ORD202509006549,60,39,6.5
ORD202509000058,73,48,2.8
ORD202509005920,56,36,2.9
ORD202509003047,71,37,1.6
ORD202509009638,54,46,2.9
ORD202509009636,65,42,1.1
ORD202509008250,51,45,7.3
ORD202509008173,62,46,7.9
ORD202509005341,40,37,3.2
ORD202509003791,49,41,7.1
ORD202509009752,40,50,5.5
ORD202509000598,55,43,6.5
ORD202509002885,69,35,4.6
ORD202509005013,62,50,3.6
ORD202509002968,60,47,4.6
ORD202509005481,66,45,2.9
ORD202509000421,69,39,5.4
ORD202509002585,86,44,4.6
ORD202509004043,74,43,6.6
ORD202509001185,54,40,3.6
ORD202509010322,49,50,5.0
ORD202509009166,40,37,6.4
ORD202509002338,40,36,6.6
ORD202509004349,40,49,7.3
ORD202509007436,57,42,1.1
ORD202509007470,57,50,1.9
ORD202509000916,90,45,6.1
ORD202509000186,49,46,6.8
ORD202509004598,40,35,3.9
ORD202509007968,70,47,2.4
ORD202509005431,49,50,5.2
ORD202509000769,60,42,3.5
ORD202509006614,52,41,6.1
ORD202509000833,40,47,5.4
ORD202509009514,68,49,7.4
ORD202509007229,61,37,7.6
ORD202509004880,60,47,6.5
ORD202509007325,64,38,3.8
ORD202509002408,49,46,7.9
ORD202509007763,86,49,4.4
ORD202509005954,44,35,7.0
ORD202509008455,78,47,2.1
ORD202509004748,40,45,2.4
ORD202509005521,64,49,6.8
ORD202509010173,48,42,2.4
ORD202509005550,40,39,3.6
ORD202509005894,43,49,5.1
ORD202509009198,62,42,8.0
ORD202509002286,58,37,3.1
ORD202509006347,61,43,6.2
ORD202509001518,67,48,6.7
ORD202509008157,86,45,4.7
ORD202509005066,69,43,3.9
ORD202509003080,62,43,5.6
ORD202509000888,60,48,4.4
ORD202509007335,43,50,2.7
ORD202509009310,59,38,7.1
ORD202509001181,42,45,1.4
ORD202509009681,61,38,3.1
ORD202509010444,50,41,1.4
ORD202509001324,48,38,7.6
ORD202509010175,81,40,6.2
ORD202509003935,55,38,7.9
ORD202509000333,62,43,1.4
ORD202509006170,66,37,5.9
ORD202509008874,75,39,3.0
ORD202509004060,68,42,7.1
ORD202509003048,54,42,2.2
ORD202509007257,66,50,3.7
ORD202509001831,50,42,4.1
ORD202509000355,71,37,4.1
ORD202509007329,59,43,3.3
ORD202509005230,88,44,6.3
ORD202509003463,53,37,3.6
ORD202509007841,70,48,3.9
ORD202509002116,60,37,2.8
ORD202509009144,77,38,3.9
ORD202509003934,75,47,4.5
ORD202509008752,43,46,4.1
ORD202509005246,67,44,4.5
ORD202509003064,62,43,3.3
ORD202509004605,74,48,3.4
ORD202509000359,54,49,1.2
ORD202509005478,59,36,5.2
ORD202509008358,60,35,7.4
ORD202509005070,65,43,3.1
ORD202509007381,78,48,6.8
ORD202509010374,47,44,6.5
ORD202509001310,81,44,4.9
ORD202509008385,40,40,2.5
ORD202509004740,77,36,4.9
ORD202509001010,48,44,3.1
ORD202509000711,40,37,4.9
ORD202509008709,52,40,7.3
ORD202509005587,85,50,4.5
ORD202509010429,56,41,6.2
ORD202509001760,48,45,1.7
ORD202509005175,42,44,4.0
ORD202509000935,58,38,4.2
ORD202509009562,48,36,6.8
ORD202509000091,68,46,5.9
ORD202509000676,44,36,5.1
ORD202509004853,40,41,1.0
ORD202509003633,69,46,6.5
ORD202509005937,53,50,7.8
ORD202509005746,58,35,6.7
ORD202509001087,61,50,5.2
ORD202509006424,40,41,4.3
ORD202509003932,72,41,7.8
ORD202509009002,56,43,6.1
ORD202509004970,40,36,4.1
ORD202509009901,62,45,7.3
ORD202509002144,47,36,6.5
ORD202509001129,59,40,3.3
ORD202509004557,65,47,5.5
ORD202509009972,64,44,7.7
ORD202509002862,40,36,6.1
ORD202509000957,44,40,6.9
ORD202509005809,56,47,2.0
ORD202509006146,80,41,3.3
ORD202509008908,75,41,2.8
ORD202509003383,70,49,6.1
ORD202509007485,56,39,5.2
ORD202509005422,73,35,5.1
ORD202509006098,45,47,4.0
ORD202509005707,68,36,6.2
ORD202509002855,80,37,7.9
ORD202509003476,40,48,1.8
ORD202509003878,57,36,5.4
ORD202509005371,40,35,1.6
ORD202509008073,69,45,7.6
ORD202509001356,45,43,4.0
ORD202509005997,74,48,4.2
ORD202509005023,52,43,7.3
ORD202509007073,40,47,6.4
ORD202509004082,68,38,1.6
ORD202509009599,90,42,6.8
ORD202509003268,90,43,1.9
ORD202509007331,87,46,1.8
ORD202509010196,50,35,5.9
ORD202509008510,57,47,4.6
ORD202509001936,50,43,2.2
ORD202509009037,52,46,2.3
ORD202509001996,71,43,4.6
ORD202509003948,40,41,3.5
ORD202509009794,55,36,1.8
ORD202509001989,67,44,5.9
ORD202509008664,45,49,4.2
ORD202509009534,55,39,1.1
ORD202509004020,40,46,5.0
ORD202509000297,64,49,5.5
ORD202509008878,54,49,7.9
ORD202509002388,57,48,7.0
ORD202509003317,54,37,2.5
ORD202509006638,74,36,6.1
ORD202509010370,67,50,1.9
ORD202509004339,56,38,6.6
ORD202509000132,77,46,6.2
ORD202509002336,53,47,6.7
ORD202509003968,54,45,7.1
ORD202509008798,73,42,6.6
ORD202509005603,63,46,2.2
ORD202509002288,52,48,5.7
ORD202509001964,40,38,5.0
ORD202509010336,48,42,4.7
ORD202509007209,73,47,7.2
ORD202509008811,65,36,4.1
ORD202509001186,66,38,2.5
ORD202509003697,58,36,5.9
ORD202509007920,67,50,3.6
ORD202509010189,59,50,6.9
ORD202509004401,62,48,1.5
ORD202509002234,77,39,6.8
ORD202509001640,65,40,1.6
ORD202509004804,51,39,5.3
ORD202509000950,46,45,3.5
ORD202509006669,65,49,6.0
ORD202509006362,58,43,3.3
ORD202509007910,63,39,4.7
ORD202509003438,90,38,4.4
ORD202509007838,64,46,2.8
ORD202509007604,66,49,5.1
ORD202509006251,40,36,5.9
ORD202509006190,49,46,7.3
ORD202509006652,79,37,3.7
ORD202509002695,53,43,4.2
ORD202509005293,48,45,6.3
ORD202509006798,47,49,6.0
ORD202509008700,51,35,3.3
ORD202509010094,90,50,7.3
ORD202509007888,61,40,7.5
ORD202509001673,50,39,3.4
ORD202509003724,40,49,1.8
ORD202509009179,50,38,2.6
ORD202509004314,56,48,6.5
ORD202509002110,62,46,6.5
ORD202509005234,53,43,2.7
ORD202509007042,45,44,1.8
ORD202509010315,49,42,2.9
ORD202509010188,46,43,6.3
ORD202509004078,40,36,7.5
ORD202509009365,75,43,4.7
ORD202509007372,78,50,5.0
ORD202509003377,60,38,4.4
ORD202509003188,74,48,6.1
ORD202509009080,40,37,1.2
ORD202509008573,40,39,2.3
ORD202509004600,50,37,3.1
ORD202509009772,47,47,3.4
ORD202509008397,44,41,7.1
ORD202509002545,58,40,2.2
ORD202509006812,49,41,4.3
ORD202509009069,53,37,2.5
ORD202509000932,55,43,5.3
ORD202509004413,56,39,5.0
ORD202509009368,56,46,1.5
ORD202509000415,56,48,6.2
ORD202509009128,78,37,1.8
ORD202509002782,50,40,6.8
ORD202509000307,73,47,3.8
ORD202509000490,58,44,1.6
ORD202509008949,45,42,5.7
ORD202509009124,48,38,1.7
ORD202509009075,40,36,1.2
ORD202509006758,40,46,3.2
ORD202509005480,65,38,6.7
ORD202509006369,70,46,5.5
ORD202509009588,78,42,4.1
ORD202509010295,61,36,2.8
ORD202509004324,47,50,6.1
ORD202509009658,45,47,3.9
ORD202509004509,40,47,6.0
ORD202509000680,58,44,4.6
ORD202509005449,52,47,5.9
ORD202509000051,72,39,5.5
ORD202509008214,53,40,2.7
ORD202509005727,88,48,7.2
ORD202509006352,71,35,5.0
ORD202509005983,53,35,5.3
ORD202509008428,61,40,6.1
ORD202509004132,62,37,2.3
ORD202509001544,81,37,4.5
ORD202509001728,57,37,1.9
ORD202509000628,40,49,7.1
ORD202509006153,51,42,2.8
ORD202509007970,52,49,7.9
ORD202509009713,59,47,6.8
ORD202509001486,55,43,5.8
ORD202509005314,58,38,3.7
ORD202509002114,58,48,2.1
ORD202509007198,51,44,5.8
ORD202509010210,76,39,5.4
ORD202509003086,50,39,4.9
ORD202509003273,50,49,6.9
ORD202509009826,73,39,1.0
ORD202509006202,54,48,4.7
ORD202509003859,43,37,5.5
ORD202509007568,66,37,5.9
ORD202509007928,86,42,7.3
ORD202509005241,54,43,5.4
ORD202509009579,66,43,4.0
ORD202509008788,62,36,5.1
ORD202509003357,55,35,5.1
ORD202509008052,47,50,6.8
ORD202509001419,45,46,1.7
ORD202509008078,79,36,2.7
ORD202509002135,78,46,1.6
ORD202509003017,58,48,6.2
ORD202509002412,82,41,5.2
ORD202509001323,59,35,1.7
ORD202509000967,71,49,4.1
ORD202509001458,69,44,4.2
ORD202509004462,53,50,7.9
ORD202509005611,40,49,2.9
ORD202509006408,40,42,2.3
ORD202509000157,58,43,7.3
ORD202509006120,43,44,1.0
ORD202509009879,60,50,5.6
ORD202509008553,40,50,7.7
ORD202509010317,47,49,6.7
ORD202509002143,67,36,3.7
ORD202509001708,57,38,7.6
ORD202509001373,55,49,1.6
ORD202509005957,77,45,2.8
ORD202509005568,76,39,5.0
ORD202509000991,67,35,3.5
ORD202509003032,58,35,5.7
ORD202509004976,67,36,1.6
ORD202509008815,57,43,3.2
ORD202509005531,70,43,4.1
ORD202509000740,55,37,4.9
ORD202509005936,58,50,7.0
ORD202509009750,53,37,7.5
ORD202509007996,47,43,4.8
ORD202509004630,53,35,7.8
ORD202509002523,87,36,4.3
ORD202509007111,80,36,5.9
