,RESTAURANT_ID,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
16226,REST16230,Taste of Pizza Cafe,Ahmedabad,Desserts,Restaurant,<=15,N
16227,REST16231,Kolkata Mess Darbar,Pune,North Indian,Cloud Kitchen,16-25,Y
16228,REST16232,Hot & Crispy Mess Mahal,Bengaluru,Fast Food,Restaurant,>40,Y
16229,REST16233,Punjabi Tandoor Central,Chennai,Healthy,Restaurant,16-25,Y
16230,REST16234,Fresh Pizza Point,Delhi,Chinese,Restaurant,>40,Y
16231,REST16235,Fresh Biryani Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
16232,REST16236,Tandoori Mess Central,Chennai,Desserts,Cloud Kitchen,26-40,Y
16233,REST16237,Kolkata Paratha Zone,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
16234,REST16238,Tandoori Darshini Clouds,Bengaluru,Chinese,Restaurant,26-40,Y
16235,REST16239,Grand Mess Corner,Delhi,Pizza,Cloud Kitchen,<=15,Y
16236,REST16240,Punjabi Paratha Palace,Pune,Fast Food,Restaurant,<=15,Y
16237,REST16241,Thindi Mane Biryani Heaven,Bengaluru,North Indian,Restaurant,<=15,Y
16238,REST16242,Kolkata Darshini Corner,Kolkata,North Indian,Cloud Kitchen,26-40,Y
16239,REST16243,Taste of Tandoor Palace,Chennai,South Indian,Cloud Kitchen,16-25,Y
16240,REST16244,Hot & Crispy Biryani Central,Bengaluru,North Indian,Restaurant,26-40,Y
16241,REST16245,Grand Grill Point,Hyderabad,Healthy,Cloud Kitchen,16-25,Y
16242,REST16246,Annapurna Delights Cafe,Delhi,Desserts,Restaurant,26-40,Y
16243,REST16247,Madras Biryani Delight,Delhi,Healthy,Restaurant,>40,Y
16244,REST16248,Annapurna Darshini Clouds,Delhi,Biryani,Cloud Kitchen,<=15,Y
16245,REST16249,Grand Thali Bhojanalay,Pune,South Indian,Restaurant,16-25,Y
16246,REST16250,Thindi Mane Paratha Point,Chennai,North Indian,Restaurant,16-25,Y
16247,REST16251,Punjabi Pizza Hub,Delhi,South Indian,Restaurant,16-25,Y
16248,REST16252,Taste of Wraps Cafe,Ahmedabad,South Indian,Cloud Kitchen,16-25,N
16249,REST16253,Spicy Darshini Cafe,Mumbai,Biryani,Restaurant,>40,Y
16250,REST16254,Thindi Mane Curry Stop,Hyderabad,Fast Food,Cloud Kitchen,26-40,Y
16251,REST16255,Tandoori Paratha Hub,Mumbai,Fast Food,Restaurant,16-25,Y
16252,REST16256,Flavours of Darshini Stop,Kolkata,Chinese,Restaurant,16-25,Y
16253,REST16257,Classic Mess Adda,Mumbai,North Indian,Restaurant,16-25,Y
16254,REST16258,Bombay Pizza Palace,Chennai,Fast Food,Restaurant,16-25,Y
16255,REST16259,Fresh Mess Adda,Delhi,Fast Food,Restaurant,26-40,Y
16256,REST16260,Urban Pizza Adda,Bengaluru,Biryani,Restaurant,16-25,Y
16257,REST16261,Kolkata Mess Delight,Kolkata,North Indian,Restaurant,<=15,Y
16258,REST16262,Classic Grill Mahal,Bengaluru,Fast Food,Restaurant,<=15,Y
16259,REST16263,Royal Delights Nest,Bengaluru,Chinese,Cloud Kitchen,>40,Y
16260,REST16264,Spicy Delights Darbar,Ahmedabad,Fast Food,Restaurant,16-25,Y
16261,REST16265,Thindi Mane Cafe Mahal,Hyderabad,Biryani,Restaurant,<=15,Y
16262,REST16266,Delhi Kitchen Palace,Bengaluru,Biryani,Restaurant,16-25,Y
16263,REST16267,Urban Cafe Delight,Bengaluru,North Indian,Restaurant,26-40,Y
16264,REST16268,Bombay Wraps Adda,Mumbai,South Indian,Restaurant,<=15,Y
16265,REST16269,Namma Pizza Bhojanalay,Delhi,North Indian,Cloud Kitchen,16-25,Y
16266,REST16270,Delhi Delights Delight,Ahmedabad,North Indian,Cloud Kitchen,>40,Y
16267,REST16271,Taste of Darshini Cafe,Mumbai,Chinese,Restaurant,>40,Y
16268,REST16272,Thindi Mane Tandoor Darbar,Pune,South Indian,Restaurant,<=15,Y
16269,REST16273,Annapurna Darshini Clouds,Delhi,Biryani,Restaurant,16-25,Y
16270,REST16274,Hot & Crispy Wraps Darbar,Bengaluru,Biryani,Restaurant,<=15,N
16271,REST16275,Spicy Kitchen Darbar,Delhi,Chinese,Restaurant,16-25,Y
16272,REST16276,Grand Sweets Point,Bengaluru,North Indian,Restaurant,16-25,Y
16273,REST16277,Thindi Mane Sweets Bhojanalay,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
16274,REST16278,Hot & Crispy Pizza Palace,Delhi,North Indian,Cloud Kitchen,<=15,Y
16275,REST16279,Tandoori Paratha Mahal,Ahmedabad,South Indian,Restaurant,<=15,Y
16276,REST16280,Hot & Crispy Cafe Cafe,Pune,Chinese,Restaurant,<=15,Y
16277,REST16281,Fresh Delights Bhojanalay,Bengaluru,Fast Food,Cloud Kitchen,<=15,Y
16278,REST16282,Sri Delights Heaven,Delhi,South Indian,Restaurant,16-25,Y
16279,REST16283,Punjabi Kitchen Corner,Kolkata,Pizza,Restaurant,26-40,Y
16280,REST16284,Urban Pizza Central,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
16281,REST16285,Delhi Sweets Corner,Delhi,South Indian,Restaurant,16-25,Y
16282,REST16286,Madras Pizza Adda,Pune,South Indian,Restaurant,26-40,Y
16283,REST16287,Flavours of Grill Central,Hyderabad,Desserts,Cloud Kitchen,<=15,Y
16284,REST16288,Taste of Paratha Heaven,Mumbai,Biryani,Restaurant,16-25,Y
16285,REST16289,Kolkata Biryani Corner,Bengaluru,South Indian,Restaurant,16-25,Y
16286,REST16290,Fresh Mess Darbar,Bengaluru,Healthy,Restaurant,16-25,Y
16287,REST16291,Punjabi Sweets Stop,Ahmedabad,Desserts,Restaurant,<=15,Y
16288,REST16292,Taste of Grill Hub,Bengaluru,Pizza,Restaurant,<=15,Y
16289,REST16293,Taste of Biryani Delight,Pune,Healthy,Restaurant,16-25,N
16290,REST16294,Thindi Mane Mess Corner,Bengaluru,North Indian,Restaurant,26-40,Y
16291,REST16295,Tandoori House Nest,Pune,Chinese,Restaurant,<=15,Y
16292,REST16296,Namma Mess Cafe,Bengaluru,Biryani,Restaurant,16-25,Y
16293,REST16297,Grand Cafe Darbar,Kolkata,North Indian,Restaurant,16-25,Y
16294,REST16298,Punjabi House Palace,Bengaluru,North Indian,Cloud Kitchen,26-40,Y
16295,REST16299,Punjabi Wraps Palace,Ahmedabad,South Indian,Restaurant,<=15,Y
16296,REST16300,Thindi Mane Sweets Nest,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
16297,REST16301,Flavours of Biryani Adda,Kolkata,Chinese,Cloud Kitchen,16-25,Y
16298,REST16302,Kolkata Kitchen Delight,Kolkata,North Indian,Restaurant,16-25,Y
16299,REST16303,Delhi Mess Palace,Pune,Biryani,Restaurant,16-25,Y
16300,REST16304,Classic Tandoor Nest,Chennai,North Indian,Restaurant,16-25,Y
16301,REST16305,Grand Wraps Heaven,Chennai,Biryani,Cloud Kitchen,16-25,N
16302,REST16306,Urban Delights Delight,Hyderabad,South Indian,Cloud Kitchen,16-25,Y
16303,REST16307,Delhi House Heaven,Delhi,Fast Food,Restaurant,<=15,Y
16304,REST16308,Tandoori Curry Adda,Pune,Desserts,Cloud Kitchen,26-40,Y
16305,REST16309,Sri Thali Mahal,Bengaluru,Biryani,Restaurant,16-25,Y
16306,REST16310,Bombay Sweets Delight,Mumbai,Chinese,Restaurant,<=15,Y
16307,REST16311,Royal Biryani Mahal,Mumbai,South Indian,Restaurant,16-25,Y
16308,REST16312,Taste of Delights Nest,Delhi,Chinese,Restaurant,>40,Y
16309,REST16313,Delhi Delights Zone,Delhi,Desserts,Cloud Kitchen,<=15,Y
16310,REST16314,Thindi Mane Wraps Heaven,Bengaluru,Pizza,Restaurant,16-25,Y
16311,REST16315,Punjabi Sweets Central,Bengaluru,Pizza,Restaurant,26-40,Y
16312,REST16316,Flavours of Delights Corner,Bengaluru,Fast Food,Restaurant,<=15,Y
16313,REST16317,Thindi Mane Wraps Palace,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
16314,REST16318,Fresh Cafe Zone,Delhi,Pizza,Restaurant,16-25,Y
16315,REST16319,Classic Thali Zone,Ahmedabad,Fast Food,Cloud Kitchen,26-40,Y
16316,REST16320,Taste of Express Palace,Delhi,North Indian,Restaurant,16-25,N
16317,REST16321,Delhi Paratha Point,Ahmedabad,Fast Food,Restaurant,16-25,Y
16318,REST16322,Sri Wraps Nest,Hyderabad,Biryani,Restaurant,16-25,Y
16319,REST16323,Classic Grill Corner,Hyderabad,South Indian,Cloud Kitchen,26-40,Y
16320,REST16324,Spicy House Clouds,Kolkata,Chinese,Cloud Kitchen,16-25,Y
16321,REST16325,Classic House Bhojanalay,Bengaluru,Desserts,Cloud Kitchen,<=15,Y
16322,REST16326,Annapurna Kitchen Darbar,Bengaluru,South Indian,Restaurant,26-40,Y
16323,REST16327,Namma Thali Zone,Ahmedabad,North Indian,Restaurant,<=15,Y
16324,REST16328,Kolkata Cafe Central,Bengaluru,Biryani,Restaurant,>40,Y
16325,REST16329,Royal Biryani Heaven,Mumbai,North Indian,Restaurant,<=15,Y
16326,REST16330,Punjabi Kitchen Hub,Pune,North Indian,Restaurant,26-40,Y
16327,REST16331,Urban House Palace,Mumbai,Chinese,Restaurant,26-40,Y
16328,REST16332,Flavours of Tandoor Bhojanalay,Mumbai,Desserts,Restaurant,<=15,Y
16329,REST16333,Grand House Delight,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
16330,REST16334,Namma Biryani Corner,Ahmedabad,Desserts,Cloud Kitchen,16-25,N
16331,REST16335,Fresh Sweets Palace,Bengaluru,Desserts,Restaurant,26-40,N
16332,REST16336,Hot & Crispy Sweets Clouds,Chennai,Pizza,Restaurant,26-40,Y
16333,REST16337,Madras House Cafe,Bengaluru,Fast Food,Restaurant,26-40,Y
16334,REST16338,Tandoori Kitchen Delight,Ahmedabad,Chinese,Restaurant,16-25,Y
16335,REST16339,Urban Express Nest,Bengaluru,North Indian,Restaurant,<=15,Y
16336,REST16340,Punjabi Express Corner,Hyderabad,South Indian,Restaurant,<=15,Y
16337,REST16341,Taste of Express Cafe,Ahmedabad,Fast Food,Restaurant,26-40,Y
16338,REST16342,Urban Thali Heaven,Bengaluru,Biryani,Restaurant,26-40,Y
16339,REST16343,Hot & Crispy Curry Delight,Bengaluru,South Indian,Restaurant,>40,Y
16340,REST16344,Delhi Pizza Bhojanalay,Mumbai,Desserts,Restaurant,16-25,Y
16341,REST16345,Madras Pizza Central,Pune,North Indian,Cloud Kitchen,<=15,Y
16342,REST16346,Bombay Paratha Stop,Kolkata,North Indian,Cloud Kitchen,26-40,Y
16343,REST16347,Royal Grill Cafe,Chennai,Chinese,Cloud Kitchen,<=15,Y
16344,REST16348,Fresh Tandoor Palace,Chennai,Biryani,Cloud Kitchen,<=15,Y
16345,REST16349,Punjabi Express Central,Kolkata,Healthy,Restaurant,16-25,Y
16346,REST16350,Flavours of Delights Mahal,Mumbai,Biryani,Restaurant,<=15,Y
16347,REST16351,Punjabi Curry Adda,Kolkata,North Indian,Restaurant,26-40,Y
16348,REST16352,Spicy Grill Delight,Delhi,Desserts,Restaurant,26-40,Y
16349,REST16353,Royal Mess Corner,Pune,Chinese,Cloud Kitchen,16-25,Y
16350,REST16354,Royal Sweets Palace,Bengaluru,Pizza,Restaurant,26-40,Y
16351,REST16355,Classic Mess Hub,Ahmedabad,Desserts,Restaurant,<=15,N
16352,REST16356,Sri Tandoor Hub,Hyderabad,Healthy,Cloud Kitchen,26-40,Y
16353,REST16357,Hot & Crispy Cafe Hub,Chennai,Pizza,Restaurant,16-25,Y
16354,REST16358,Kolkata Pizza Cafe,Bengaluru,Fast Food,Restaurant,<=15,Y
16355,REST16359,Urban Grill Bhojanalay,Bengaluru,South Indian,Restaurant,26-40,Y
16356,REST16360,Fresh Kitchen Heaven,Ahmedabad,Pizza,Restaurant,16-25,Y
16357,REST16361,Delhi House Zone,Delhi,North Indian,Restaurant,>40,Y
16358,REST16362,Namma Cafe Cafe,Kolkata,Biryani,Restaurant,16-25,Y
16359,REST16363,Royal House Delight,Bengaluru,Pizza,Restaurant,16-25,Y
16360,REST16364,Taste of Sweets Central,Delhi,Biryani,Cloud Kitchen,16-25,Y
16361,REST16365,Hot & Crispy Paratha Stop,Delhi,South Indian,Cloud Kitchen,16-25,Y
16362,REST16366,Punjabi Express Corner,Mumbai,North Indian,Restaurant,<=15,Y
16363,REST16367,Annapurna Tandoor Hub,Bengaluru,Chinese,Restaurant,>40,Y
16364,REST16368,Fresh Sweets Nest,Kolkata,Pizza,Restaurant,16-25,Y
16365,REST16369,Sri Biryani Heaven,Mumbai,North Indian,Restaurant,<=15,Y
16366,REST16370,Tandoori Delights Mahal,Mumbai,North Indian,Cloud Kitchen,16-25,Y
16367,REST16371,Grand Sweets Heaven,Mumbai,South Indian,Restaurant,26-40,Y
16368,REST16372,Sri Biryani Heaven,Kolkata,North Indian,Cloud Kitchen,16-25,Y
16369,REST16373,Delhi Darshini Stop,Mumbai,Fast Food,Restaurant,>40,Y
16370,REST16374,Classic Express Mahal,Chennai,Chinese,Cloud Kitchen,26-40,N
16371,REST16375,Classic Delights Clouds,Chennai,Biryani,Cloud Kitchen,16-25,Y
16372,REST16376,Tandoori Sweets Stop,Mumbai,Chinese,Restaurant,<=15,Y
16373,REST16377,Taste of Wraps Mahal,Bengaluru,South Indian,Restaurant,16-25,N
16374,REST16378,Namma House Darbar,Bengaluru,North Indian,Restaurant,16-25,Y
16375,REST16379,Hot & Crispy Cafe Nest,Hyderabad,North Indian,Restaurant,>40,Y
16376,REST16380,Fresh House Adda,Delhi,Pizza,Restaurant,16-25,Y
16377,REST16381,Bombay Kitchen Hub,Mumbai,South Indian,Cloud Kitchen,<=15,Y
16378,REST16382,Hot & Crispy Darshini Bhojanalay,Kolkata,Chinese,Restaurant,26-40,Y
16379,REST16383,Grand House Zone,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
16380,REST16384,Hot & Crispy Grill Hub,Chennai,Desserts,Restaurant,16-25,N
16381,REST16385,Classic Delights Hub,Hyderabad,North Indian,Restaurant,<=15,Y
16382,REST16386,Fresh Delights Clouds,Delhi,Biryani,Restaurant,<=15,Y
16383,REST16387,Sri Express Darbar,Delhi,North Indian,Cloud Kitchen,16-25,Y
16384,REST16388,Urban Pizza Central,Chennai,Fast Food,Restaurant,26-40,N
16385,REST16389,Bombay Pizza Clouds,Bengaluru,Fast Food,Restaurant,16-25,Y
16386,REST16390,Flavours of Delights Hub,Bengaluru,North Indian,Restaurant,16-25,Y
16387,REST16391,Tandoori House Corner,Kolkata,Biryani,Cloud Kitchen,<=15,Y
16388,REST16392,Madras Cafe Point,Bengaluru,Chinese,Restaurant,16-25,Y
16389,REST16393,Punjabi Biryani Point,Mumbai,Desserts,Restaurant,16-25,Y
16390,REST16394,Namma Grill Nest,Delhi,Desserts,Restaurant,<=15,Y
16391,REST16395,Annapurna Tandoor Heaven,Mumbai,Pizza,Restaurant,16-25,Y
16392,REST16396,Madras Wraps Adda,Delhi,South Indian,Restaurant,<=15,Y
16393,REST16397,Grand Wraps Zone,Bengaluru,South Indian,Restaurant,16-25,Y
16394,REST16398,Thindi Mane Delights Central,Kolkata,Biryani,Restaurant,<=15,N
16395,REST16399,Delhi House Clouds,Pune,North Indian,Restaurant,>40,Y
16396,REST16400,Taste of Tandoor Stop,Delhi,Pizza,Restaurant,16-25,Y
16397,REST16401,Grand Curry Bhojanalay,Pune,North Indian,Restaurant,<=15,Y
16398,REST16402,Madras Pizza Adda,Chennai,Chinese,Restaurant,16-25,Y
16399,REST16403,Urban Pizza Bhojanalay,Mumbai,South Indian,Restaurant,26-40,Y
16400,REST16404,Delhi Tandoor Cafe,Kolkata,Pizza,Restaurant,16-25,Y
16401,REST16405,Punjabi Curry Zone,Bengaluru,South Indian,Restaurant,<=15,Y
16402,REST16406,Urban Cafe Hub,Pune,Pizza,Restaurant,16-25,N
16403,REST16407,Thindi Mane Pizza Cafe,Pune,South Indian,Restaurant,26-40,Y
16404,REST16408,Annapurna Mess Hub,Delhi,South Indian,Restaurant,16-25,Y
16405,REST16409,Namma Grill Mahal,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
16406,REST16410,Fresh Pizza Nest,Bengaluru,Biryani,Restaurant,26-40,Y
16407,REST16411,Madras Sweets Nest,Pune,South Indian,Cloud Kitchen,16-25,Y
16408,REST16412,Urban Wraps Heaven,Delhi,North Indian,Cloud Kitchen,>40,Y
16409,REST16413,Bombay Wraps Delight,Ahmedabad,South Indian,Restaurant,16-25,Y
16410,REST16414,Spicy Mess Clouds,Bengaluru,Biryani,Restaurant,16-25,N
16411,REST16415,Flavours of Express Adda,Delhi,Pizza,Cloud Kitchen,<=15,Y
16412,REST16416,Royal Grill Heaven,Bengaluru,Desserts,Restaurant,16-25,Y
16413,REST16417,Madras Tandoor Point,Hyderabad,Chinese,Restaurant,26-40,Y
16414,REST16418,Grand Express Palace,Ahmedabad,South Indian,Cloud Kitchen,>40,N
16415,REST16419,Annapurna Express Hub,Bengaluru,Chinese,Restaurant,16-25,N
16416,REST16420,Royal Curry Bhojanalay,Hyderabad,Healthy,Cloud Kitchen,26-40,Y
16417,REST16421,Sri Grill Palace,Ahmedabad,Biryani,Cloud Kitchen,26-40,Y
16418,REST16422,Tandoori Cafe Hub,Bengaluru,South Indian,Cloud Kitchen,26-40,Y
16419,REST16423,Fresh Paratha Heaven,Mumbai,Biryani,Restaurant,26-40,Y
16420,REST16424,Thindi Mane Mess Corner,Bengaluru,South Indian,Restaurant,26-40,Y
16421,REST16425,Fresh Curry Darbar,Delhi,Biryani,Restaurant,<=15,Y
16422,REST16426,Fresh Wraps Adda,Delhi,North Indian,Cloud Kitchen,16-25,N
16423,REST16427,Delhi Pizza Delight,Bengaluru,North Indian,Restaurant,<=15,Y
16424,REST16428,Taste of Delights Bhojanalay,Bengaluru,North Indian,Restaurant,>40,Y
16425,REST16429,Urban Delights Heaven,Hyderabad,North Indian,Restaurant,16-25,Y
16426,REST16430,Grand Express Nest,Mumbai,Chinese,Restaurant,26-40,Y
16427,REST16431,Kolkata Curry Corner,Pune,Fast Food,Cloud Kitchen,16-25,Y
16428,REST16432,Namma Thali Point,Hyderabad,South Indian,Restaurant,26-40,Y
16429,REST16433,Fresh Biryani Corner,Mumbai,North Indian,Cloud Kitchen,>40,N
16430,REST16434,Royal Delights Nest,Bengaluru,Biryani,Restaurant,<=15,N
16431,REST16435,Bombay Grill Hub,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
16432,REST16436,Madras Grill Hub,Hyderabad,Fast Food,Cloud Kitchen,<=15,N
16433,REST16437,Kolkata Wraps Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
16434,REST16438,Flavours of Cafe Darbar,Kolkata,Chinese,Restaurant,16-25,Y
16435,REST16439,Namma Pizza Hub,Ahmedabad,North Indian,Restaurant,26-40,Y
16436,REST16440,Sri Tandoor Nest,Delhi,Pizza,Cloud Kitchen,16-25,Y
16437,REST16441,Spicy Grill Cafe,Hyderabad,South Indian,Restaurant,16-25,Y
16438,REST16442,Classic Wraps Clouds,Kolkata,South Indian,Restaurant,<=15,Y
16439,REST16443,Fresh Biryani Mahal,Bengaluru,North Indian,Restaurant,<=15,Y
16440,REST16444,Grand House Zone,Delhi,South Indian,Cloud Kitchen,16-25,Y
16441,REST16445,Taste of Sweets Nest,Bengaluru,North Indian,Restaurant,16-25,Y
16442,REST16446,Sri Paratha Zone,Mumbai,Pizza,Cloud Kitchen,26-40,Y
16443,REST16447,Punjabi Sweets Stop,Bengaluru,South Indian,Cloud Kitchen,>40,Y
16444,REST16448,Thindi Mane Wraps Adda,Delhi,North Indian,Restaurant,<=15,Y
16445,REST16449,Spicy Grill Nest,Delhi,Biryani,Restaurant,26-40,Y
16446,REST16450,Classic Darshini Cafe,Delhi,South Indian,Restaurant,16-25,Y
16447,REST16451,Tandoori Cafe Point,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
16448,REST16452,Taste of Thali Nest,Pune,Pizza,Cloud Kitchen,26-40,Y
16449,REST16453,Flavours of Express Hub,Hyderabad,Healthy,Cloud Kitchen,>40,Y
16450,REST16454,Annapurna Grill Corner,Ahmedabad,Fast Food,Restaurant,26-40,Y
16451,REST16455,Grand Darshini Mahal,Ahmedabad,Desserts,Restaurant,<=15,Y
16452,REST16456,Taste of Curry Point,Delhi,South Indian,Restaurant,16-25,Y
16453,REST16457,Fresh Mess Delight,Bengaluru,Chinese,Restaurant,<=15,Y
16454,REST16458,Royal Delights Cafe,Bengaluru,North Indian,Restaurant,16-25,Y
16455,REST16459,Punjabi Grill Delight,Pune,North Indian,Restaurant,16-25,Y
16456,REST16460,Grand Thali Darbar,Kolkata,Desserts,Restaurant,16-25,Y
16457,REST16461,Thindi Mane Delights Heaven,Chennai,South Indian,Restaurant,>40,Y
16458,REST16462,Classic Sweets Delight,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
16459,REST16463,Taste of Thali Corner,Kolkata,South Indian,Restaurant,16-25,N
16460,REST16464,Delhi Delights Corner,Mumbai,South Indian,Restaurant,16-25,Y
16461,REST16465,Flavours of Paratha Cafe,Hyderabad,North Indian,Cloud Kitchen,26-40,Y
16462,REST16466,Tandoori Grill Stop,Hyderabad,South Indian,Restaurant,26-40,Y
16463,REST16467,Sri Tandoor Central,Mumbai,North Indian,Restaurant,16-25,Y
16464,REST16468,Flavours of Wraps Clouds,Mumbai,North Indian,Cloud Kitchen,<=15,Y
16465,REST16469,Annapurna Pizza Delight,Bengaluru,Healthy,Restaurant,26-40,Y
16466,REST16470,Classic Tandoor Heaven,Pune,Biryani,Cloud Kitchen,16-25,Y
16467,REST16471,Urban Darshini Darbar,Bengaluru,Fast Food,Cloud Kitchen,<=15,Y
16468,REST16472,Madras Sweets Point,Hyderabad,South Indian,Cloud Kitchen,>40,Y
16469,REST16473,Namma Kitchen Palace,Ahmedabad,Healthy,Cloud Kitchen,16-25,Y
16470,REST16474,Kolkata Biryani Bhojanalay,Delhi,North Indian,Cloud Kitchen,16-25,Y
16471,REST16475,Grand Cafe Stop,Bengaluru,Biryani,Restaurant,26-40,N
16472,REST16476,Flavours of Express Corner,Bengaluru,South Indian,Restaurant,16-25,Y
16473,REST16477,Kolkata Sweets Mahal,Ahmedabad,Desserts,Restaurant,16-25,Y
16474,REST16478,Taste of Express Adda,Pune,Biryani,Restaurant,<=15,Y
16475,REST16479,Royal Delights Stop,Hyderabad,Fast Food,Restaurant,16-25,Y
16476,REST16480,Madras Kitchen Central,Chennai,Desserts,Restaurant,16-25,Y
16477,REST16481,Delhi Curry Mahal,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
16478,REST16482,Taste of Pizza Zone,Hyderabad,Chinese,Restaurant,<=15,Y
16479,REST16483,Flavours of House Central,Bengaluru,North Indian,Restaurant,16-25,Y
16480,REST16484,Bombay Grill Palace,Kolkata,Chinese,Restaurant,16-25,Y
16481,REST16485,Flavours of House Central,Delhi,Desserts,Restaurant,>40,Y
16482,REST16486,Fresh House Adda,Kolkata,Chinese,Restaurant,16-25,Y
16483,REST16487,Sri Pizza Darbar,Pune,South Indian,Restaurant,16-25,Y
16484,REST16488,Urban Thali Palace,Mumbai,North Indian,Restaurant,<=15,Y
16485,REST16489,Punjabi Darshini Bhojanalay,Ahmedabad,Pizza,Restaurant,>40,Y
16486,REST16490,Royal Paratha Bhojanalay,Bengaluru,North Indian,Restaurant,>40,Y
16487,REST16491,Urban Mess Hub,Mumbai,Chinese,Restaurant,16-25,Y
16488,REST16492,Fresh Sweets Darbar,Mumbai,Chinese,Cloud Kitchen,>40,Y
16489,REST16493,Thindi Mane Darshini Adda,Kolkata,North Indian,Restaurant,16-25,Y
16490,REST16494,Fresh Tandoor Hub,Delhi,Chinese,Cloud Kitchen,<=15,Y
16491,REST16495,Taste of Darshini Darbar,Bengaluru,North Indian,Restaurant,<=15,Y
16492,REST16496,Flavours of Pizza Zone,Mumbai,Pizza,Cloud Kitchen,16-25,Y
16493,REST16497,Hot & Crispy Wraps Zone,Mumbai,North Indian,Restaurant,<=15,Y
16494,REST16498,Bombay Cafe Cafe,Hyderabad,South Indian,Restaurant,16-25,Y
16495,REST16499,Madras Pizza Point,Kolkata,Desserts,Restaurant,26-40,Y
16496,REST16500,Royal Tandoor Palace,Bengaluru,Chinese,Restaurant,26-40,N
16497,REST16501,Thindi Mane Express Hub,Mumbai,Chinese,Restaurant,26-40,Y
16498,REST16502,Tandoori Cafe Mahal,Kolkata,Biryani,Restaurant,<=15,N
16499,REST16503,Classic Kitchen Delight,Delhi,North Indian,Restaurant,16-25,Y
16500,REST16504,Taste of House Central,Bengaluru,Desserts,Restaurant,>40,N
16501,REST16505,Flavours of House Palace,Pune,Biryani,Cloud Kitchen,<=15,Y
16502,REST16506,Bombay Pizza Heaven,Ahmedabad,North Indian,Restaurant,<=15,N
16503,REST16507,Thindi Mane Delights Heaven,Bengaluru,North Indian,Restaurant,26-40,Y
16504,REST16508,Urban Tandoor Point,Bengaluru,North Indian,Restaurant,16-25,Y
16505,REST16509,Bombay Curry Stop,Chennai,North Indian,Restaurant,26-40,Y
16506,REST16510,Grand Paratha Mahal,Bengaluru,North Indian,Restaurant,<=15,Y
16507,REST16511,Fresh Paratha Cafe,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
16508,REST16512,Delhi Curry Adda,Mumbai,Biryani,Restaurant,26-40,Y
16509,REST16513,Namma Cafe Corner,Mumbai,Chinese,Restaurant,16-25,Y
16510,REST16514,Spicy Darshini Palace,Ahmedabad,Biryani,Restaurant,26-40,Y
16511,REST16515,Taste of Sweets Corner,Delhi,Healthy,Restaurant,16-25,Y
16512,REST16516,Fresh Delights Adda,Bengaluru,North Indian,Restaurant,>40,Y
16513,REST16517,Hot & Crispy Paratha Heaven,Delhi,South Indian,Restaurant,16-25,Y
16514,REST16518,Grand Tandoor Clouds,Bengaluru,Fast Food,Restaurant,16-25,Y
16515,REST16519,Urban Darshini Clouds,Bengaluru,Pizza,Restaurant,26-40,Y
16516,REST16520,Namma Tandoor Heaven,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
16517,REST16521,Bombay Express Cafe,Mumbai,Pizza,Restaurant,16-25,Y
16518,REST16522,Tandoori Wraps Point,Pune,South Indian,Cloud Kitchen,26-40,N
16519,REST16523,Royal Cafe Central,Bengaluru,Biryani,Restaurant,26-40,Y
16520,REST16524,Bombay Thali Central,Kolkata,Healthy,Restaurant,<=15,Y
16521,REST16525,Bombay Paratha Palace,Kolkata,North Indian,Cloud Kitchen,<=15,Y
16522,REST16526,Flavours of Pizza Stop,Bengaluru,North Indian,Restaurant,<=15,Y
16523,REST16527,Kolkata Thali Mahal,Bengaluru,Chinese,Restaurant,>40,Y
16524,REST16528,Royal Pizza Mahal,Bengaluru,North Indian,Cloud Kitchen,>40,Y
16525,REST16529,Thindi Mane Grill Palace,Kolkata,Chinese,Cloud Kitchen,16-25,Y
16526,REST16530,Taste of Thali Clouds,Hyderabad,Fast Food,Restaurant,<=15,Y
16527,REST16531,Bombay Curry Nest,Mumbai,North Indian,Restaurant,<=15,Y
16528,REST16532,Sri Wraps Corner,Bengaluru,North Indian,Restaurant,26-40,Y
16529,REST16533,Madras Biryani Central,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
16530,REST16534,Delhi Mess Cafe,Mumbai,Desserts,Restaurant,16-25,Y
16531,REST16535,Bombay Delights Delight,Mumbai,South Indian,Restaurant,16-25,Y
16532,REST16536,Namma Cafe Delight,Hyderabad,North Indian,Cloud Kitchen,26-40,Y
